,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
216,GO:BP,GO:0048519,negative regulation of biological process,0.002937892695091183,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",4394,95,48,16307,0.5052631578947369,0.010923987255348202,query_1,"['GO:0008150', 'GO:0050789']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'ARG1', 'IL33', 'PEX5', 'PTGIR', 'ARG2', 'CAT', 'IRAK3', 'BBS4', 'CASP8', 'BCL2', 'SOD1', 'IL1RN', 'TBXA2R', 'PLAU', 'NOS2', 'TNF', 'ADA', 'ALOX5', 'PPP2CA', 'PARP1', 'NQO1', 'DNMT1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'RAD50', 'MYB', 'ORMDL3', 'TIMP3', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ICAM1', 'LIF']","[['IDA', 'IMP'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IC'], ['IDA', 'IMP', 'ISS'], ['IMP', 'IGI', 'NAS'], ['IDA'], ['IDA', 'ISS', 'TAS'], ['ISS'], ['IDA', 'IMP'], ['IDA', 'IMP'], ['IMP', 'ISS'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IMP'], ['IMP'], ['IMP', 'ISS', 'IBA', 'IC'], ['ISS'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IDA', 'ISS'], ['IDA', 'IBA'], ['IGI'], ['IBA', 'TAS', 'IC'], ['IGI'], ['IDA', 'IGI', 'ISS', 'TAS', 'NAS'], ['IDA', 'IBA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IDA'], ['IMP', 'TAS'], ['IDA', 'ISS', 'TAS', 'NAS', 'IC'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'TAS'], ['IDA', 'TAS'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA', 'IC'], ['IMP'], ['IMP', 'IBA'], ['IMP', 'ISS', 'IBA'], ['IDA'], ['ISS'], ['IDA', 'IMP', 'IC'], ['IDA', 'ISS'], ['IDA'], ['IDA']]"
217,GO:BP,GO:0097530,granulocyte migration,0.003020731005758831,True,"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]",129,95,8,16307,0.08421052631578947,0.06201550387596899,query_1,['GO:0097529'],"['CCL2', 'IL4', 'CCL5', 'CCL11', 'VEGFA', 'PDE4B', 'CXCL6', 'CCL15']","[['IBA'], ['IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['ISS'], ['IDA', 'IBA'], ['IBA']]"
218,GO:BP,GO:0001944,vasculature development,0.00328839486167214,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",491,95,14,16307,0.14736842105263157,0.028513238289205704,query_1,"['GO:0048731', 'GO:0072359']","['CCR3', 'CCL2', 'IL1B', 'VEGFA', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'DNMT1', 'HMOX1', 'MYLK', 'PTGS2', 'HLA-G', 'CALCRL']","[['IMP'], ['TAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS'], ['IGI'], ['IDA'], ['ISS'], ['IMP'], ['IDA', 'IGI', 'TAS'], ['IMP'], ['ISS'], ['IDA'], ['IDA', 'IBA']]"
219,KEGG,KEGG:05145,Toxoplasmosis,0.003303475022196082,True,Toxoplasmosis,109,83,8,8091,0.0963855421686747,0.07339449541284404,query_1,['KEGG:00000'],"['TGFB1', 'CASP8', 'BCL2', 'NOS2', 'TNF', 'ALOX5', 'HLA-DRB1', 'HLA-DPB1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
220,GO:BP,GO:0072359,circulatory system development,0.003303572972765738,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",729,95,17,16307,0.17894736842105263,0.023319615912208505,query_1,['GO:0048731'],"['CCR3', 'CCL2', 'IL1B', 'VEGFA', 'BBS4', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'DNMT1', 'PTEN', 'HMOX1', 'EDN1', 'MYLK', 'PTGS2', 'HLA-G', 'CALCRL']","[['IMP'], ['TAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS'], ['ISS'], ['IGI'], ['IDA'], ['ISS'], ['IMP'], ['ISS'], ['IDA', 'IGI', 'TAS'], ['IDA', 'IGI'], ['IMP'], ['ISS'], ['IDA'], ['IDA', 'IBA']]"
221,GO:BP,GO:0048522,positive regulation of cellular process,0.0034661985753000673,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",4712,95,50,16307,0.5263157894736842,0.010611205432937181,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'ARG2', 'BBS4', 'CASP8', 'BCL2', 'CFTR', 'ERCC2', 'SOD1', 'PLAU', 'NOS2', 'TNF', 'ALOX5', 'PPP2CA', 'PARP1', 'DNMT1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'TENM3', 'NFKB2', 'RAD50', 'MYB', 'HLA-DPB1', 'HAVCR1', 'MYLK', 'ORMDL3', 'TIMP3', 'PTGS2', 'TSLP', 'HLA-G', 'TBX21', 'ICAM1', 'LIF', 'LIFR', 'CCL15']","[['IMP', 'ISS', 'IBA'], ['IDA', 'IGI', 'ISS', 'IBA'], ['IMP'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IC'], ['IDA', 'IBA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['IMP'], ['IDA', 'ISS'], ['IDA', 'ISS', 'IBA'], ['IDA'], ['ISS'], ['IMP', 'IEP', 'ISS'], ['IDA', 'IMP', 'IGI', 'IC'], ['IDA', 'IMP', 'IGI'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IC'], ['IDA'], ['IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['ISS'], ['IMP'], ['IDA', 'IGI', 'ISS'], ['IMP'], ['ISS'], ['IDA', 'IMP', 'ISS'], ['IMP', 'ISS'], ['IDA', 'IGI', 'TAS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IGI', 'HMP'], ['IDA', 'IMP', 'IGI', 'TAS'], ['ISS'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'NAS', 'IC'], ['IMP', 'IBA'], ['IBA'], ['IDA'], ['IDA', 'IMP'], ['IMP'], ['ISS', 'NAS'], ['IDA', 'IMP'], ['IDA', 'IMP'], ['IDA', 'ISS'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA'], ['IBA']]"
222,KEGG,KEGG:05163,Human cytomegalovirus infection,0.003546467547757455,True,Human cytomegalovirus infection,223,83,11,8091,0.13253012048192772,0.04932735426008968,query_1,['KEGG:00000'],"['CCR3', 'CCL2', 'CCL5', 'IL1B', 'VEGFA', 'CASP8', 'PTGER2', 'TNF', 'ADCY2', 'PTGS2', 'HLA-G']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
223,GO:BP,GO:2000145,regulation of cell motility,0.0035483593936177543,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",819,95,18,16307,0.18947368421052632,0.02197802197802198,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'BBS4', 'TBXA2R', 'PLAU', 'TNF', 'TNC', 'PTEN', 'HMOX1', 'EDN1', 'MYLK', 'PTGS2', 'ICAM1']","[['IDA'], ['IDA', 'IGI', 'IBA'], ['IMP'], ['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['ISS'], ['IGI'], ['IDA'], ['IDA', 'NAS'], ['IC'], ['IMP'], ['IGI', 'TAS'], ['IDA', 'TAS'], ['IDA'], ['ISS'], ['IMP']]"
224,GO:BP,GO:0042325,regulation of phosphorylation,0.003699736766432607,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",1003,95,20,16307,0.21052631578947367,0.019940179461615155,query_1,"['GO:0016310', 'GO:0019220']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'IL5', 'VEGFA', 'IRAK3', 'SOD1', 'TNF', 'PPP2CA', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'EDN1', 'PDE4D', 'RAD50', 'TSLP', 'LIF']","[['IGI', 'ISS', 'IBA'], ['IMP'], ['IDA', 'TAS'], ['IDA', 'ISS', 'NAS'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IDA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IDA'], ['IDA', 'IMP', 'ISS'], ['IMP'], ['IGI', 'TAS'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IDA'], ['IDA']]"
225,GO:BP,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,0.003712339249404541,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of a nitric-oxide synthase enzyme."" [GOC:ai]",14,95,4,16307,0.042105263157894736,0.2857142857142857,query_1,"['GO:0010556', 'GO:0051767']","['CCL2', 'IL33', 'GSTP1', 'EDN1']","[['ISS'], ['ISS'], ['IDA'], ['IDA']]"
226,GO:BP,GO:0051767,nitric-oxide synthase biosynthetic process,0.003712339249404541,True,"""The chemical reactions and pathways resulting in the formation of a nitric-oxide synthase, an enzyme which catalyzes the reaction L-arginine + n NADPH + n H+ + m O2 = citrulline + nitric oxide + n NADP+."" [EC:1.14.13.39, GOC:ai]",14,95,4,16307,0.042105263157894736,0.2857142857142857,query_1,['GO:0009059'],"['CCL2', 'IL33', 'GSTP1', 'EDN1']","[['ISS'], ['ISS'], ['IDA'], ['IDA']]"
227,GO:BP,GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",0.003712339249404541,True,"""Any process that contributes to cytokine production by a CD4-positive, alpha-beta T cell."" [CL:0000624, GOC:BHF]",14,95,4,16307,0.042105263157894736,0.2857142857142857,query_1,['GO:0002369'],"['IL4', 'IL1B', 'PRKCZ', 'TBX21']","[['IDA'], ['IDA'], ['ISS'], ['ISS']]"
228,GO:BP,GO:0009893,positive regulation of metabolic process,0.0037137413977347596,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3176,95,39,16307,0.4105263157894737,0.012279596977329974,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048518']","['CCL2', 'IL4', 'MMP9', 'IL13', 'CCL5', 'IL1B', 'IL5', 'VEGFA', 'IL33', 'CD14', 'ARG2', 'CASP8', 'ERCC2', 'SOD1', 'NOS2', 'TNF', 'PPP2CA', 'PARP1', 'DNMT1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'NFKB2', 'RAD50', 'MYB', 'HLA-DPB1', 'ORMDL3', 'PTGS2', 'TSLP', 'PDE4B', 'HLA-G', 'TBX21', 'ALMS1', 'LIF']","[['ISS'], ['IDA', 'IGI', 'ISS', 'IBA'], ['IMP'], ['IGI', 'ISS'], ['IDA', 'TAS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA'], ['IDA', 'ISS', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA'], ['IMP'], ['IDA', 'IGI'], ['IMP'], ['ISS'], ['IDA'], ['ISS'], ['IDA', 'IGI', 'ISS', 'TAS'], ['IDA'], ['TAS'], ['IDA', 'TAS'], ['IMP'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'NAS', 'IC'], ['IMP'], ['IDA', 'IMP'], ['ISS', 'NAS'], ['IDA', 'IMP'], ['IMP'], ['IDA'], ['IDA', 'ISS'], ['ISS'], ['IDA', 'IMP']]"
229,REAC,REAC:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),0.0037286237762487046,True,Class A/1 (Rhodopsin-like receptors),328,82,12,10777,0.14634146341463414,0.036585365853658534,query_1,['REAC:R-HSA-500792'],"['CCR3', 'CCL2', 'CCL5', 'CCL11', 'PTGIR', 'NPY', 'PTGER2', 'TBXA2R', 'ADRB2', 'EDN1', 'PTGDR', 'CXCL6']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
230,GO:BP,GO:0045622,regulation of T-helper cell differentiation,0.003849506637186123,True,"""Any process that modulates the frequency, rate or extent of T-helper cell differentiation."" [GOC:go_curators]",32,95,5,16307,0.05263157894736842,0.15625,query_1,"['GO:0002697', 'GO:0042093', 'GO:0043370', 'GO:0050776']","['IL4', 'PRKCZ', 'HLA-DRB1', 'MYB', 'TBX21']","[['IBA'], ['ISS'], ['IDA'], ['IMP'], ['ISS']]"
231,GO:BP,GO:1902107,positive regulation of leukocyte differentiation,0.004032484492184104,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]",134,95,8,16307,0.08421052631578947,0.05970149253731343,query_1,"['GO:0002521', 'GO:1902105', 'GO:1903708']","['IL4', 'CASP8', 'TNF', 'PRKCZ', 'HLA-DRB1', 'MYB', 'HLA-G', 'LIF']","[['IDA', 'IBA'], ['IMP'], ['IDA'], ['ISS'], ['IDA'], ['IMP'], ['IMP'], ['IDA']]"
232,GO:BP,GO:1903708,positive regulation of hemopoiesis,0.004032484492184104,True,"""Any process that activates or increases the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]",134,95,8,16307,0.08421052631578947,0.05970149253731343,query_1,"['GO:0002684', 'GO:0010720', 'GO:0030097', 'GO:0051240', 'GO:1903706']","['IL4', 'CASP8', 'TNF', 'PRKCZ', 'HLA-DRB1', 'MYB', 'HLA-G', 'LIF']","[['IDA', 'IBA'], ['IMP'], ['IDA'], ['ISS'], ['IDA'], ['IMP'], ['IMP'], ['IDA']]"
233,GO:BP,GO:0031348,negative regulation of defense response,0.004074125820027472,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."" [GOC:mah]",182,95,9,16307,0.09473684210526316,0.04945054945054945,query_1,"['GO:0006952', 'GO:0031347', 'GO:0048585']","['IL4', 'IL13', 'ARG1', 'IRAK3', 'ALOX5', 'PARP1', 'GSTP1', 'HLA-DRB1', 'HLA-G']","[['IGI', 'IBA', 'IC'], ['IGI'], ['IMP'], ['ISS'], ['IDA'], ['IDA', 'IMP'], ['NAS'], ['IDA'], ['IDA', 'IMP']]"
234,GO:BP,GO:0045596,negative regulation of cell differentiation,0.004259651528010427,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",429,95,13,16307,0.1368421052631579,0.030303030303030304,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']","['IL4', 'MMP9', 'IL13', 'IL1B', 'CCL11', 'VEGFA', 'TNF', 'PPP2CA', 'DNMT1', 'PTEN', 'MYB', 'HLA-G', 'TBX21']","[['ISS', 'IBA'], ['ISS'], ['NAS'], ['TAS'], ['ISS'], ['IDA'], ['TAS', 'NAS'], ['IMP'], ['IMP'], ['IMP', 'ISS'], ['IMP'], ['IDA'], ['ISS']]"
235,GO:BP,GO:0071222,cellular response to lipopolysaccharide,0.004266182125645611,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]",135,95,8,16307,0.08421052631578947,0.05925925925925926,query_1,"['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']","['CCL2', 'CCL5', 'IL1B', 'CD14', 'TNF', 'GSTP1', 'PDE4B', 'CXCL6']","[['IDA', 'ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['ISS'], ['ISS'], ['IDA', 'IBA']]"
236,GO:BP,GO:0046879,hormone secretion,0.004462504377229204,True,"""The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells."" [ISBN:0198506732]",184,95,9,16307,0.09473684210526316,0.04891304347826087,query_1,"['GO:0009914', 'GO:0023061']","['CCL5', 'IL1B', 'CFTR', 'NOS2', 'TNF', 'ALOX5', 'HLA-DRB1', 'EDN1', 'LIF']","[['IDA'], ['IDA', 'ISS'], ['IMP', 'IGI'], ['IMP'], ['IDA'], ['ISS'], ['IMP'], ['IDA'], ['IDA']]"
237,GO:BP,GO:0002673,regulation of acute inflammatory response,0.0045160916509951465,True,"""Any process that modulates the frequency, rate, or extent of an acute inflammatory response."" [GOC:add]",33,95,5,16307,0.05263157894736842,0.15151515151515152,query_1,"['GO:0002526', 'GO:0050727']","['IL4', 'IL1B', 'TNF', 'GSTP1', 'PTGS2']","[['IBA'], ['ISS'], ['ISS'], ['NAS'], ['ISS']]"
238,GO:BP,GO:0033993,response to lipid,0.00458625830409921,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",505,95,14,16307,0.14736842105263157,0.027722772277227723,query_1,['GO:0010033'],"['CCL2', 'CCL5', 'IL1B', 'CD14', 'IRAK3', 'CFTR', 'PTGER2', 'IL1RN', 'NOS2', 'TNF', 'ADCY2', 'GSTP1', 'PDE4B', 'CXCL6']","[['IDA', 'ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['ISS'], ['IDA'], ['ISS', 'IBA'], ['IDA'], ['IBA'], ['IDA'], ['ISS'], ['ISS'], ['ISS'], ['IDA', 'IBA']]"
239,GO:BP,GO:0035556,intracellular signal transduction,0.004597982976046648,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2197,95,31,16307,0.3263157894736842,0.014110150204824761,query_1,['GO:0007165'],"['CCR3', 'CCL2', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'SOD1', 'NOS2', 'TNF', 'PPP2CA', 'ADCY2', 'DNMT1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'RAD50', 'TIMP3', 'HLA-G', 'ICAM1', 'LIF', 'CCL15']","[['IBA'], ['IMP', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS'], ['IBA'], ['IDA', 'IGI'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IEP'], ['IDA', 'IBA', 'TAS'], ['IMP', 'ISS'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'NAS'], ['ISS'], ['IMP'], ['IDA', 'ISS', 'NAS'], ['IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'IBA'], ['IDA', 'IGI'], ['IDA'], ['HMP', 'TAS'], ['IDA'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IC'], ['IMP'], ['IDA'], ['IMP'], ['IDA'], ['IBA']]"
240,HPA,HPA:0640000,endometrium,0.004743819594672627,True,endometrium,120,67,7,11006,0.1044776119402985,0.058333333333333334,query_1,['HPA:0000000'],"['CCL5', 'IL33', 'CD14', 'PLAU', 'MYLK', 'IKZF3', 'ICAM1']","[['Enhanced'], ['Supported'], ['Enhanced'], ['Supported'], ['Enhanced'], ['Enhanced'], ['Enhanced']]"
241,REAC,REAC:R-HSA-500792,GPCR ligand binding,0.004813305608863653,True,GPCR ligand binding,459,82,14,10777,0.17073170731707318,0.030501089324618737,query_1,['REAC:R-HSA-372790'],"['CCR3', 'CCL2', 'CCL5', 'CCL11', 'PTGIR', 'NPY', 'PTGER2', 'TBXA2R', 'ADCYAP1R1', 'ADRB2', 'EDN1', 'PTGDR', 'CALCRL', 'CXCL6']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
242,GO:BP,GO:1903706,regulation of hemopoiesis,0.004993255871265578,True,"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]",301,95,11,16307,0.11578947368421053,0.036544850498338874,query_1,"['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']","['IL4', 'CASP8', 'SOD1', 'TNF', 'PRKCZ', 'HLA-DRB1', 'MYB', 'IKZF3', 'HLA-G', 'TBX21', 'LIF']","[['IDA', 'ISS', 'IBA'], ['IMP'], ['NAS'], ['IDA'], ['ISS'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA']]"
243,GO:BP,GO:0007186,G protein-coupled receptor signaling pathway,0.005153182146659804,True,"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",753,95,17,16307,0.17894736842105263,0.02257636122177955,query_1,['GO:0007165'],"['CCR3', 'CCL2', 'CCL5', 'CCL11', 'PTGIR', 'NPY', 'PTGER2', 'TBXA2R', 'ADA', 'ADCY2', 'ADCYAP1R1', 'ADRB2', 'EDN1', 'PDE4D', 'PTGDR', 'CALCRL', 'CCL15']","[['TAS'], ['IBA', 'TAS'], ['IDA', 'IBA'], ['IBA'], ['IMP', 'IBA', 'TAS'], ['IBA', 'TAS'], ['ISS', 'IBA', 'TAS'], ['IBA', 'TAS'], ['IDA', 'IBA'], ['ISS', 'IBA'], ['IBA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IMP'], ['ISS', 'IC'], ['NAS'], ['IPI', 'IBA', 'TAS'], ['IBA']]"
244,GO:BP,GO:0040012,regulation of locomotion,0.005276479302653833,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",842,95,18,16307,0.18947368421052632,0.021377672209026127,query_1,"['GO:0040011', 'GO:0050789']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'BBS4', 'TBXA2R', 'PLAU', 'TNF', 'TNC', 'PTEN', 'HMOX1', 'EDN1', 'MYLK', 'PTGS2', 'ICAM1']","[['IDA'], ['IDA', 'IGI', 'IBA'], ['IMP'], ['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['ISS'], ['IGI'], ['IDA'], ['IDA', 'NAS'], ['IC'], ['IMP'], ['IGI', 'TAS'], ['IDA', 'TAS'], ['IDA'], ['ISS'], ['IMP']]"
245,GO:BP,GO:0048514,blood vessel morphogenesis,0.005366742428531929,True,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",438,95,13,16307,0.1368421052631579,0.02968036529680365,query_1,"['GO:0001568', 'GO:0035239']","['CCR3', 'CCL2', 'IL1B', 'VEGFA', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'HMOX1', 'MYLK', 'PTGS2', 'HLA-G', 'CALCRL']","[['IMP'], ['TAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS'], ['IGI'], ['IDA'], ['ISS'], ['IDA', 'IGI', 'TAS'], ['IMP'], ['ISS'], ['IDA'], ['IDA', 'IBA']]"
246,GO:BP,GO:0098542,defense response to other organism,0.005650881718629739,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",937,95,19,16307,0.2,0.020277481323372464,query_1,"['GO:0006952', 'GO:0051707']","['CCL2', 'IL4', 'MUC7', 'CCL5', 'IL1B', 'CCL11', 'ARG1', 'CD14', 'IRAK3', 'CASP8', 'BCL2', 'GSDMB', 'NOS2', 'PARP1', 'CXCL14', 'TSLP', 'HLA-G', 'CXCL6', 'CCL15']","[['IEP', 'ISS', 'IBA'], ['IBA'], ['IDA'], ['IEP', 'IBA', 'TAS'], ['IDA'], ['IBA'], ['IMP'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['IDA'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA', 'IMP'], ['IBA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IBA'], ['IBA']]"
